City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Kondagaon,IN,19.6,81.6667,84.884,31,100,2.57,overcast clouds
343,Uarini,BR,-2.99,-65.1083,85.334,69,100,1.41,overcast clouds
344,Sabzevar,IR,36.2126,57.6819,74.48,22,0,7.2,clear sky
345,Dwarka,IN,22.2394,68.9678,82.4,75,99,5.84,overcast clouds
346,Nioro,GM,13.35,-15.75,104.612,9,8,3.32,clear sky
347,Jabinyanah,TN,35.035,10.9081,66.002,50,100,6.06,overcast clouds
348,Alugan,PH,12.2188,125.4808,77.18,94,97,3.46,moderate rain
349,Kisangani,CD,0.5167,25.2,80.762,59,93,1.31,overcast clouds
350,Namibe,AO,-15.1961,12.1522,79.43,69,40,4.12,scattered clouds
351,General Teran,MX,25.2667,-99.6833,84.776,29,82,1.85,broken clouds
352,Matay,EG,28.419,30.7792,85.172,15,18,8.76,few clouds
353,George Town,MY,5.4112,100.3354,82.328,83,20,1.03,few clouds
354,Sawtell,AU,-30.3833,153.1,66.182,94,0,0,clear sky
355,Battle Creek,US,42.3212,-85.1797,62.924,37,0,6.69,clear sky
356,Beyneu,KZ,45.3167,55.2,67.406,38,0,1.18,clear sky
357,Price,US,39.5994,-110.8107,34.862,27,0,2.06,clear sky
358,Qui Nhon,VN,13.7667,109.2333,74.57,90,80,1.21,broken clouds
359,Umm Lajj,SA,25.0213,37.2685,81.482,50,0,1.94,clear sky
360,Vardo,NO,70.3705,31.1107,37.382,75,40,4.63,light rain
361,Denpasar,ID,-8.65,115.2167,83.858,79,20,2.06,few clouds
362,Baykit,RU,61.67,96.37,14.288,95,66,1.74,broken clouds
363,Altay,CN,47.8667,88.1167,34.034,44,0,4.87,clear sky
364,Surgut,RU,61.25,73.4167,44.78,42,0,3,clear sky
365,Kapit,MY,2.0167,112.9333,73.76,99,100,0.24,overcast clouds
366,Matara,LK,5.9485,80.5353,80.528,82,99,3.18,overcast clouds
367,Muros,ES,42.7762,-9.0603,58.676,82,100,8.52,light rain
368,Bathsheba,BB,13.2167,-59.5167,84.812,65,20,10.29,few clouds
369,Indramayu,ID,-6.3264,108.32,80.78,79,37,2.15,scattered clouds
370,Pyaozerskiy,RU,65.8333,31.1667,34.358,81,59,6.23,broken clouds
371,Ostrovnoy,RU,68.0531,39.5131,35.348,89,57,12.52,broken clouds
372,Florianopolis,BR,-27.6146,-48.5012,74.372,89,75,3.09,light rain
373,Pisco,PE,-13.7,-76.2167,70.016,64,0,5.14,clear sky
374,Mandalgovi,MN,45.7625,106.2708,28.76,50,100,2.94,overcast clouds
375,Itarema,BR,-2.9248,-39.9167,83.21,77,92,3.48,overcast clouds
376,Tondon,GN,10.3667,-13.35,104.666,20,93,2.68,overcast clouds
377,Chicama,PE,-7.8447,-79.1469,63.14,77,98,3.1,overcast clouds
378,Kunda,IN,25.7167,81.5167,91.976,7,16,2.57,few clouds
379,Presidente Medici,BR,-11.1753,-61.9014,82.274,75,100,3.07,overcast clouds
380,Mayumba,GA,-3.432,10.6554,81.446,79,98,2.98,overcast clouds
381,Viedma,AR,-40.8135,-62.9967,54.482,74,100,4.28,overcast clouds
382,Port-Cartier,CA,50.0334,-66.8654,44.816,95,12,5.55,few clouds
383,Hualmay,PE,-11.0964,-77.6139,70.988,79,91,3.89,overcast clouds
384,Mineros,BO,-17.1167,-63.2333,86.792,58,78,6.37,broken clouds
385,Clyde River,CA,70.4692,-68.5914,-0.166,92,100,2.57,fog
386,Manbij,SY,36.5281,37.9549,67.406,40,22,10.53,few clouds
387,Luanda,AO,-8.8368,13.2343,84.2,74,20,5.14,few clouds
388,Morehead,US,37.2711,-87.1764,63.788,68,75,5.14,broken clouds
389,Smolenskoye,RU,52.3044,85.0781,35.924,68,85,4.17,overcast clouds
390,Ilulissat,GL,69.2167,-51.1,28.418,54,75,1.54,broken clouds
391,Yanam,IN,16.7333,82.2167,81.248,80,100,3.09,overcast clouds
392,Santa Rosa,PH,14.3122,121.1114,84.11,81,100,1.46,overcast clouds
393,Marrakesh,MA,31.6315,-8.0083,69.872,52,75,6.17,broken clouds
394,Monroe,US,43.1501,-77.6831,50.45,60,75,4.12,broken clouds
395,Norman Wells,CA,65.282,-126.8329,5.036,72,100,4.63,light snow
396,Sulangan,PH,11.1373,123.7228,78.332,95,100,12.37,moderate rain
397,Tongliao,CN,43.6125,122.2653,44.456,42,100,3.12,overcast clouds
398,Cururupu,BR,-1.8283,-44.8683,85.874,68,90,1.93,overcast clouds
399,Honiara,SB,-9.4333,159.95,77.954,88,100,1.6,overcast clouds
400,Padang,ID,-0.9492,100.3543,79.178,86,100,0.95,moderate rain
401,Yaan,NG,7.3833,8.5667,102.236,26,22,0.66,few clouds
402,Sinnamary,GF,5.3833,-52.95,79.826,85,99,5.72,overcast clouds
403,Abasolo,MX,20.45,-101.5167,70.016,44,10,0.48,clear sky
404,Salym,RU,60.0625,71.4789,34.736,99,90,2.93,overcast clouds
405,Semnan,IR,35.5729,53.3971,76.838,12,0,1.03,clear sky
406,Bon Accord,CA,53.8335,-113.4187,16.862,73,40,3.09,scattered clouds
407,Khorixas,NA,-20.3667,14.9667,92.822,18,2,2.12,clear sky
408,Senneterre,CA,48.3835,-77.2328,37.778,70,54,4.02,broken clouds
409,Salalah,OM,17.0151,54.0924,84.29,79,0,4.63,clear sky
410,Innisfail,AU,-17.5333,146.0333,76.55,91,54,2.24,broken clouds
411,Northam,GB,51.0333,-4.2167,59.252,80,100,6.95,overcast clouds
412,Atambua,ID,-9.1061,124.8925,71.96,81,100,1.92,overcast clouds
413,Valparaiso,CL,-33.0393,-71.6273,66.434,64,0,2.06,clear sky
414,Puerto Leguizamo,CO,-0.1934,-74.7819,82.976,67,97,0.41,overcast clouds
415,Dawlatabad,AF,36.4141,64.9053,71.618,42,0,3.83,clear sky
416,Sao Felix Do Xingu,BR,-6.6447,-51.995,88.52,57,41,1.05,scattered clouds
417,Gilgit,PK,35.9221,74.3087,70.052,32,60,1.66,broken clouds
418,Vila Velha,BR,-20.3297,-40.2925,85.946,75,40,5.14,scattered clouds
419,Borba,BR,-4.3878,-59.5939,88.214,58,95,1.9,overcast clouds
420,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,66,9,3.43,clear sky
421,Campbell River,CA,50.0163,-125.2446,42.332,70,75,4.63,broken clouds
422,Te Anau,NZ,-45.4167,167.7167,51.296,97,100,1.34,moderate rain
423,Kalangala,UG,-0.3089,32.225,75.65,61,33,5.6,scattered clouds
424,Hashtgerd,IR,35.9642,50.6858,75.038,18,38,2.41,scattered clouds
425,Tsiroanomandidy,MG,-18.7667,46.0333,72.14,70,100,3.43,overcast clouds
426,Chokwe,MZ,-24.5333,32.9833,76.208,76,66,3.98,broken clouds
427,Ivanava,BY,52.1451,25.5365,47.012,46,86,4.04,overcast clouds
428,Narasannapeta,IN,18.4167,84.05,80.654,84,26,4.58,scattered clouds
429,Zhoucheng,CN,35.9122,116.3117,66.38,71,100,4.39,overcast clouds
430,Apartado,CO,7.883,-76.6259,82.256,83,75,0,broken clouds
431,Rairangpur,IN,22.2676,86.1751,89.546,16,2,2.4,clear sky
432,Khani,GE,41.9563,42.9566,72.968,65,7,3.62,clear sky
433,Churapcha,RU,62.0025,132.4325,10.508,98,99,1.06,overcast clouds
434,Banepa,NP,27.6298,85.5214,70.124,78,75,3.09,broken clouds
435,Boyolangu,ID,-8.1181,111.8935,76.226,87,29,0.27,scattered clouds
436,Bowen,AU,-20.0167,148.2333,75.686,88,86,5.05,overcast clouds
437,Panjab,AF,34.388,67.0233,57.092,19,90,4.21,overcast clouds
438,Volnovakha,UA,47.601,37.4967,66.704,50,100,3.87,overcast clouds
439,Reconquista,AR,-29.15,-59.65,68.126,96,100,2.29,overcast clouds
440,Manama,BH,26.2154,50.5832,86.18,36,0,4.12,clear sky
441,Rincon,US,32.296,-81.2354,70.862,52,0,0,clear sky
442,Fortuna,US,40.5982,-124.1573,45.662,90,75,7.72,broken clouds
443,Benjamin Aceval,PY,-24.9667,-57.5667,82.598,50,1,4.68,clear sky
444,Derzhavinsk,KZ,51.1,66.3167,51.332,43,100,7.35,moderate rain
445,Carahue,CL,-38.7,-73.1667,51.656,71,88,0.5,overcast clouds
446,Yenagoa,NG,4.9247,6.2642,90.284,56,89,3.59,overcast clouds
447,Cortez,US,37.3489,-108.5859,46.706,47,0,0,clear sky
448,Waidhofen,DE,48.5833,11.3333,58.784,42,75,4.12,broken clouds
449,Ambanja,MG,-13.6833,48.45,78.764,87,96,0.54,moderate rain
450,Tabango,PH,11.3077,124.373,76.838,95,100,6.82,overcast clouds
451,Gazli,UZ,40.1333,63.45,76.244,38,37,8.31,light rain
452,Codrington,AU,-38.2667,141.9667,53.348,64,99,2.95,overcast clouds
453,Jijiga,ET,9.35,42.8,73.22,50,91,2.94,overcast clouds
454,Dickinson,US,29.4608,-95.0513,75.362,88,40,5.14,mist
455,Duldurga,RU,50.6761,113.5931,27.068,69,72,2.19,broken clouds
456,Naze,JP,28.3667,129.4833,67.118,92,100,3.66,overcast clouds
457,Maragogi,BR,-9.0122,-35.2225,83.21,65,95,2.31,overcast clouds
458,Havoysund,NO,70.9963,24.6622,37.634,96,100,8.99,overcast clouds
459,Laurel,US,39.0993,-76.8483,54.698,51,0,2.57,clear sky
460,Aranos,NA,-24.1333,19.1167,84.812,17,0,2.9,clear sky
461,Sitka,US,57.0531,-135.33,37.292,28,40,11.83,scattered clouds
462,Makinsk,KZ,52.6292,70.4169,43.88,48,100,7.28,overcast clouds
463,Peleduy,RU,59.6289,112.7406,16.412,96,85,1.09,overcast clouds
464,Halifax,CA,44.6453,-63.5724,47.678,71,98,6.71,overcast clouds
465,Borogontsy,RU,62.6683,131.1683,19.886,96,99,2.53,overcast clouds
466,Yerbogachen,RU,61.2767,108.0108,13.19,96,42,0.23,scattered clouds
467,Payakumbuh,ID,-0.2202,100.6308,70.448,98,88,1.42,moderate rain
468,Torit,SS,4.4133,32.5678,72.752,92,98,3.15,moderate rain
469,La Romana,DO,18.4273,-68.9728,84.56,58,40,3.6,scattered clouds
470,Udachnyy,RU,66.4167,112.4,16.106,97,100,0.43,overcast clouds
471,Napier,NZ,-39.4833,176.9167,53.906,85,93,2.09,overcast clouds
472,Vuktyl,RU,63.8567,57.3094,37.418,99,100,3.34,overcast clouds
473,Plainview,US,40.7765,-73.4673,51.908,47,0,4.12,clear sky
474,Poyarkovo,RU,49.6,128.6833,30.47,82,94,2.77,overcast clouds
475,Sarkand,KZ,45.41,79.9186,56.102,46,100,1.39,overcast clouds
476,Necochea,AR,-38.5473,-58.7368,60.998,92,100,3.9,overcast clouds
477,Santa Maria,BR,-29.6842,-53.8069,72.698,68,75,3.09,broken clouds
478,Kalino,RU,58.2504,57.6085,43.502,99,21,2.3,few clouds
479,Oudtshoorn,ZA,-33.5907,22.2014,73.76,34,65,1.94,broken clouds
480,Zhuanghe,CN,39.7008,122.9911,53.132,97,100,2.54,overcast clouds
481,San Pedro,PH,14.35,121.0167,83.354,79,75,1.03,broken clouds
482,Japura,ID,-0.3167,102.35,77.018,91,100,0.84,heavy intensity rain
483,Maceio,BR,-9.6658,-35.7353,87.242,62,40,3.6,scattered clouds
484,Progreso,MX,21.2833,-89.6667,78.116,57,4,6.44,clear sky
485,Soe,ID,-9.8607,124.284,63.842,84,79,1.41,broken clouds
486,Jinchang,CN,38.4953,102.1739,47.822,33,75,2.83,broken clouds
487,Jieshi,CN,22.8134,115.8257,73.832,82,0,1.08,clear sky
488,Mahon,ES,39.8885,4.2658,61.358,72,0,8.75,clear sky
489,Tianpeng,CN,30.9866,103.9393,70.268,93,100,5.3,overcast clouds
490,Uvinza,TZ,-5.1036,30.3911,75.056,73,97,0.71,overcast clouds
491,Tombouctou,ML,20,-3,102.308,3,0,5.94,clear sky
492,Rivne,UA,50.6231,26.2274,46.742,45,94,5.46,overcast clouds
493,Najran,SA,17.4924,44.1277,93.848,12,1,7.28,clear sky
494,Shache,CN,38.4167,77.2406,74.21,13,100,3.75,overcast clouds
495,Westport,US,41.1415,-73.3579,52.808,47,0,3.09,clear sky
496,Lazaro Cardenas,MX,17.9583,-102.2,80.348,61,100,1.62,overcast clouds
497,Vanavara,RU,60.34,102.2797,16.43,91,60,0.45,broken clouds
498,Boke,GN,10.9409,-14.2967,103.118,18,18,3.59,few clouds
499,Bengkulu,ID,-3.8004,102.2655,78.152,82,12,1.44,few clouds
500,Pires Do Rio,BR,-17.2997,-48.2794,85.676,49,2,1.96,clear sky
501,Merauke,ID,-8.4667,140.3333,82.328,85,100,5.34,overcast clouds
502,Kalmunai,LK,7.4167,81.8167,81.032,78,100,2.47,overcast clouds
503,Waingapu,ID,-9.6567,120.2641,77.468,78,79,2.03,broken clouds
504,Zahirabad,IN,17.6833,77.6167,95.198,20,100,6.01,overcast clouds
505,Pran Buri,TH,12.3847,99.9098,77.666,81,100,2.39,light rain
506,Monostorpalyi,HU,47.4,21.7833,50.324,40,0,2.57,clear sky
507,Logrono,ES,42.4667,-2.45,67.496,42,0,11.32,clear sky
508,Acari,PE,-15.4311,-74.6158,76.064,58,40,3.6,scattered clouds
509,Pochutla,MX,15.7432,-96.4661,83.822,47,44,2.31,scattered clouds
510,Dronninglund,DK,57.1604,10.2929,48.776,46,64,5.75,broken clouds
511,Quatre Cocos,MU,-20.2078,57.7625,77.108,78,45,8.22,light rain
512,Port-Gentil,GA,-0.7193,8.7815,81.914,79,13,5.66,few clouds
513,Okha,RU,53.5739,142.9478,26.528,90,98,5.66,overcast clouds
514,Port Blair,IN,11.6667,92.75,80.636,74,40,1.03,mist
515,Urzhum,RU,57.1141,49.9996,37.598,100,100,2.44,overcast clouds
516,Sampit,ID,-2.5333,112.95,74.768,95,100,0.92,overcast clouds
517,Khorramabad,IR,33.4878,48.3558,78.422,14,4,2.06,clear sky
518,Ternate,ID,0.8,127.4,81.788,75,100,4.36,overcast clouds
519,Geraldton,AU,-28.7667,114.6,57.614,88,9,2.06,clear sky
520,Svetlogorsk,BY,52.6333,29.7333,47.948,46,100,3.75,overcast clouds
521,Hambantota,LK,6.1241,81.1185,79.646,86,100,3.74,light rain
522,Lucea,JM,18.451,-78.1736,83.858,70,72,8.64,broken clouds
523,Saint-Augustin,CA,51.226,-58.6502,35.438,92,84,8.58,broken clouds
524,Chiclayo,PE,-6.7736,-79.8417,67.946,83,40,6.69,scattered clouds
525,Saint-Georges,GD,12.0564,-61.7485,87.476,66,40,10.29,scattered clouds
526,Praia,CV,14.9215,-23.5087,77.54,53,40,10.8,scattered clouds
527,Kununurra,AU,-15.7667,128.7333,71.582,78,89,0,overcast clouds
528,Yankton,US,42.8711,-97.3973,43.124,75,0,3.09,clear sky
529,Turukhansk,RU,65.8167,87.9833,11.768,92,99,2.87,overcast clouds
530,Kaeo,NZ,-35.1,173.7833,67.316,86,100,5.04,overcast clouds
531,Nalut,LY,30.3333,10.85,82.778,11,2,6.9,clear sky
532,Tres Arroyos,AR,-38.3739,-60.2798,58.676,90,99,7.47,overcast clouds
533,Mariana,BR,-20.3778,-43.4161,77.18,67,87,1.73,overcast clouds
534,Iralaya,HN,15,-83.2333,80.06,80,20,5.87,few clouds
535,Henties Bay,NA,-22.116,14.2845,68.666,66,1,4.72,clear sky
536,Berlevag,NO,70.8578,29.0864,35.546,75,75,3.09,broken clouds
537,Cedar City,US,37.6775,-113.0619,49.388,21,0,8.23,clear sky
538,Banda Aceh,ID,5.5577,95.3222,81.518,77,99,3.19,overcast clouds
539,Montepuez,MZ,-13.1256,38.9997,73.184,89,88,2,light rain
540,Karratha,AU,-20.7377,116.8463,84.614,28,2,5.66,clear sky
541,Byron Bay,AU,-28.65,153.6167,66.092,89,16,3.12,few clouds
542,Copiapo,CL,-27.3667,-70.3333,58.694,39,0,2.26,clear sky
543,Sulecin,PL,52.4443,15.1168,54.32,33,88,4.04,overcast clouds
544,Grindavik,IS,63.8424,-22.4338,45.068,57,40,8.75,scattered clouds
545,Goderich,CA,43.7501,-81.7165,44.906,75,100,7.72,overcast clouds
546,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,81.464,77,100,3.06,overcast clouds
547,Zabid,YE,14.1951,43.3152,90.068,40,0,6.51,clear sky
548,Takoradi,GH,4.8845,-1.7554,86.414,66,96,5.36,overcast clouds
549,Bealanana,MG,-14.55,48.7333,65.57,96,43,2.21,scattered clouds
550,Tateyama,JP,34.9833,139.8667,66.092,87,100,5.2,overcast clouds
551,Urumqi,CN,43.801,87.6005,54.554,18,0,2,clear sky
552,Oktyabrskiy,RU,54.4815,53.471,43.052,98,17,2.03,few clouds
553,Kenai,US,60.5544,-151.2583,28.148,82,0,2.06,clear sky
554,Jacobabad,PK,28.281,68.4388,96.044,9,100,3.86,overcast clouds
555,Ikungi,TZ,-5.1333,34.7667,72.59,55,57,2.56,broken clouds
556,Saint-Pierre,RE,-21.3393,55.4781,77.918,72,0,9.77,clear sky
557,Groningen,NL,53.25,6.75,59.09,49,79,4.12,broken clouds
558,Cockburn Town,TC,21.4612,-71.1419,76.46,80,16,7.69,few clouds
559,Luderitz,NA,-26.6481,15.1594,73.562,53,5,1.94,clear sky
560,Ust-Koksa,RU,50.2696,85.6108,27.32,81,4,1.23,clear sky
561,Beira,MZ,-19.8436,34.8389,78.89,89,40,3.6,scattered clouds
562,San Jose,US,37.3394,-121.895,52.736,76,100,3.13,overcast clouds
563,Ambatondrazaka,MG,-17.8333,48.4167,66.542,81,29,4.82,scattered clouds
564,Megion,RU,61.0296,76.1136,33.818,98,79,2.81,broken clouds
565,Vila,PT,42.0304,-8.1588,49.694,87,100,3.69,overcast clouds
566,Tecolotlan,MX,20.2167,-104.05,73.292,48,5,0.29,clear sky
567,Newport,GB,51.5877,-2.9984,59.108,64,100,6.01,overcast clouds
568,Deputatskiy,RU,69.3,139.9,-10.39,87,81,2,broken clouds
569,Krasnoselkup,RU,65.7,82.4667,27.572,98,100,3.41,light snow
570,La Roda,ES,39.2167,-2.15,75.902,45,72,10.37,broken clouds
571,Obihiro,JP,42.9172,143.2044,46.814,82,23,1.69,few clouds
572,Sol-Iletsk,RU,51.1631,54.9918,52.682,78,99,3.54,overcast clouds
573,Brekstad,NO,63.687,9.6654,42.566,87,75,13.38,broken clouds
574,Smithers,CA,54.7804,-127.1743,21.524,93,20,1.54,few clouds
575,Straumen,NO,63.8709,11.2999,39.2,97,100,6.4,light rain
576,Bryan,US,30.6744,-96.37,77.486,69,0,9.77,clear sky
577,Vryburg,ZA,-26.9566,24.7284,68.252,57,45,2.47,light rain
578,Ladovskaya Balka,RU,45.6297,41.4023,70.412,54,9,5.35,clear sky
579,Ahuimanu,US,21.4447,-157.8378,73.85,81,20,3.6,few clouds
580,Velizh,RU,55.6056,31.1967,45.23,49,97,2.05,overcast clouds
581,Porto Santo,PT,33.072,-16.3415,64.778,63,20,7.2,few clouds
582,Kieta,PG,-6.2167,155.6333,79.61,82,18,0.84,few clouds
583,Snezhnogorsk,RU,69.1933,33.2531,35.384,89,76,1.99,broken clouds
584,Alot,IN,23.7667,75.55,93.506,20,95,3.93,overcast clouds
585,Magadan,RU,59.5667,150.8,-3.478,81,2,3.69,clear sky
586,Yamada,JP,39.4667,141.95,55.166,67,98,2.83,overcast clouds
587,Esso,RU,55.9333,158.7,14.306,98,100,0.94,overcast clouds
588,Matagami,CA,49.7502,-77.6328,37.508,56,0,7.72,clear sky
589,Ahipara,NZ,-35.1667,173.1667,63.104,90,100,3.49,overcast clouds
590,Kilindoni,TZ,-7.9139,39.6668,83.606,74,26,6.31,scattered clouds
591,Teya,RU,60.3778,92.6267,18.914,97,100,0.92,overcast clouds
592,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.96,57,100,8.23,overcast clouds
593,Santa Barbara,US,34.7333,-120.0343,53.816,93,75,0,mist
594,Srednekolymsk,RU,67.45,153.6833,-13.108,100,38,2.03,scattered clouds
595,Morro Bay,US,35.3658,-120.8499,51.512,87,8,3.71,clear sky
596,Tiarei,PF,-17.5333,-149.3333,75.218,75,12,5.66,few clouds
597,Tongzi,CN,28.7829,105.0877,71.06,80,100,4.91,light rain
598,Nizhniy Kuranakh,RU,58.8353,125.4869,9.608,97,92,0.18,overcast clouds
599,Tessalit,ML,20.1986,1.0114,102.02,4,0,6.75,clear sky
600,Riyadh,SA,24.6877,46.7219,98.744,10,60,4.75,broken clouds
601,Iqaluit,CA,63.7506,-68.5145,15.53,72,20,6.71,few clouds
602,Azad Shahr,IR,34.7909,48.5707,68.486,16,20,7.2,few clouds
603,Ornskoldsvik,SE,63.2909,18.7153,43.754,75,100,0,overcast clouds
604,Lagos De Moreno,MX,21.35,-101.9167,66.902,42,0,2.95,clear sky
605,Gamba,GA,-2.65,10,82.742,75,59,3.54,broken clouds
606,Guayaramerin,BO,-10.8368,-65.3614,82.454,78,40,3.09,scattered clouds
607,Bilma,NE,18.6853,12.9164,106.322,3,5,2.94,clear sky
608,Arcos,BR,-20.2819,-45.5394,82.58,58,68,1.27,broken clouds
609,Grand-Santi,GF,4.25,-54.3833,80.114,84,96,1.17,overcast clouds
610,Champerico,GT,14.3,-91.9167,81.14,60,47,3.63,scattered clouds
611,Comodoro Rivadavia,AR,-45.8667,-67.5,58.856,51,0,8.23,clear sky
612,Kristinehamn,SE,59.3098,14.1081,48.758,50,33,2.75,scattered clouds
613,Kommunisticheskiy,RU,61.6789,64.4819,36.302,96,68,2.6,broken clouds
614,Muret,FR,43.3333,1.25,60.242,62,97,10.34,overcast clouds
615,Tamarindo,CU,22.1175,-78.9087,80.888,44,1,7.37,clear sky
616,Sangar,RU,63.9242,127.4739,-0.814,95,51,1.08,broken clouds
617,Yangjiang,CN,21.85,111.9667,71.672,90,0,1.75,clear sky
618,Aketi,CD,2.7388,23.7833,77.99,66,100,1.57,overcast clouds
619,Severnoye,RU,56.3491,78.3619,25.196,96,99,1.53,overcast clouds
620,Sidi Ali,DZ,36.0998,0.4206,83.3,20,100,8.32,overcast clouds
621,North Branch,US,45.5113,-92.9802,49.064,69,38,2.68,scattered clouds
622,Vestmannaeyjar,IS,63.4427,-20.2734,41.99,70,75,11.32,broken clouds
623,Kathu,TH,7.9178,98.3332,86.702,87,71,3.42,broken clouds
624,Tamiahua,MX,21.2667,-97.45,78.332,69,100,2.96,overcast clouds
625,Beringovskiy,RU,63.05,179.3167,22.64,97,100,2.09,overcast clouds
626,Husavik,IS,66.0449,-17.3389,32.468,88,72,1.78,broken clouds
627,Garowe,SO,8.4054,48.4845,91.364,23,28,2.64,scattered clouds
628,Mathathane,BW,-22.2687,28.7495,76.892,54,97,2.26,overcast clouds
629,Kuusamo,FI,65.9667,29.1833,32.036,86,100,7.72,overcast clouds
630,Mezen,RU,65.8522,44.24,39.704,85,88,5.47,overcast clouds
631,Celestun,MX,20.8667,-90.4,79.124,59,3,6.6,clear sky
632,Griffith,US,41.5284,-87.4237,58.1,52,0,5.66,clear sky
633,Fargo,US,46.8772,-96.7898,38.984,84,100,5.66,light intensity drizzle
634,Ozinki,RU,51.1786,49.6769,59.09,59,100,2.87,overcast clouds
635,Cholet,FR,47.1667,-1,69.044,72,60,5.93,broken clouds
636,Karoi,ZW,-16.8099,29.6925,69.26,83,95,1.44,light rain
637,Tsumeb,NA,-19.2333,17.7167,83.588,32,99,4.93,overcast clouds
638,Hami,CN,42.8,93.45,57.344,12,42,4.04,scattered clouds
639,Karasjok,NO,69.4719,25.5112,31.73,85,100,7.35,overcast clouds
640,Idaho Falls,US,43.4666,-112.0341,33.89,80,100,2.57,light snow
641,Kabompo,ZM,-13.5927,24.2008,72.698,84,98,1.97,light rain
642,Pembroke,CA,45.8168,-77.1162,43.178,60,55,3.38,broken clouds
643,Westerville,US,40.1262,-82.9291,57.65,85,100,3.6,light rain
644,Miraflores,MX,19.2167,-98.8083,63.032,47,97,0.91,overcast clouds
645,Garissa,KE,-0.4536,39.6401,97.484,26,65,2.43,broken clouds
646,Biak,ID,-0.9131,122.8766,76.496,73,56,1.21,broken clouds
647,Ola,RU,59.5833,151.2833,-2.866,77,0,4.46,clear sky
648,Qaqortoq,GL,60.7167,-46.0333,38.39,38,69,3.1,broken clouds
649,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.794,69,75,1,broken clouds
650,Lavrentiya,RU,65.5833,-171,13.28,100,98,1.95,overcast clouds
651,Vagur,FO,61.4732,-6.8119,40.982,72,100,12.46,overcast clouds
652,Rocha,UY,-34.4833,-54.3333,68.792,93,100,5.57,overcast clouds
653,Hailey,US,43.5196,-114.3153,26.798,82,100,2.24,snow
654,Vao,NC,-22.6667,167.4833,76.082,81,14,6.42,few clouds
655,Brae,GB,60.3964,-1.353,41.864,61,100,6.33,overcast clouds
656,Boa Vista,BR,2.8197,-60.6733,85.982,58,75,7.72,broken clouds
657,Vrangel,RU,42.7297,133.0839,40.298,90,100,0.87,overcast clouds
658,Esmeraldas,BR,-19.7625,-44.3139,84.308,52,29,2.25,scattered clouds
659,Sochi,RU,43.6,39.7303,75.29,62,4,2.97,clear sky
660,Mount Darwin,ZW,-16.7725,31.5838,77.09,56,64,1.35,broken clouds
661,Durban,ZA,-29.8579,31.0292,68.918,100,100,2.24,heavy intensity rain
662,Alyangula,AU,-13.8483,136.4192,78.674,94,40,0,scattered clouds
663,Saint Anthony,US,45.0205,-93.218,48.236,64,0,5.66,clear sky
664,Sept-Iles,CA,50.2001,-66.3821,45.122,39,20,8.75,few clouds
665,Broome,US,42.2506,-75.833,48.524,58,63,1.79,broken clouds
666,Nisia Floresta,BR,-6.0911,-35.2086,88.178,52,89,4.3,light rain
667,Muncar,ID,-8.4333,114.3333,75.866,83,79,0.36,broken clouds
668,Requena,ES,39.4883,-1.1004,50.522,69,81,6.98,broken clouds
669,Lakes Entrance,AU,-37.8811,147.981,53.168,75,84,3.57,broken clouds
670,Ako,JP,34.75,134.4,59.36,86,86,1.79,overcast clouds
671,Safranbolu,TR,41.2508,32.6942,43.448,92,100,2.99,overcast clouds
672,Kaohsiung,TW,22.6163,120.3133,79.034,70,20,2.06,few clouds
